title,author,rating,ratingnum,description,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,source,link,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29,ingredient30,ingredient31,ingredient32,ingredient33,ingredient34,ingredient35,ingredient36,ingredient37,ingredient38,ingredient39,ingredient40,ingredient41,ingredient42,ingredient43,ingredient44,ingredient45,ingredient46,ingredient47,ingredient48,ingredient49
Red Berry Profiterole Trifle,Lord Byron’s Kitchen,NA,NA,"Profiteroles are a super light and airy choux pastry filled with cream, which makes them perfect for a decadent, rich, gorgeous Red Berry Profiterole Trifle! Any red berries will do here, but I love the sparkle of pomegranates and red currants paired with plump, fresh raspberries and strawberries.  This is a super impressive dessert that is extremely easy to prepare!",Recipes,Prep Time 25 minutes mins,NA,NA,Total Time 2 hours hrs 25 minutes mins,14 servings,9,"If you are preparing profiteroles from scratch, prepare them as per your recipe.  If you are using store-bought frozen profiteroles, thaw them as per the instructions on the package.
Transfer the whipping cream, sugar, and vanilla extract to a chilled mixing bowl.  Beat on high speed until stiff peaks are formed.
If you prefer stabilized whipped cream, add the cream of tartar now and beat until just incorporated – about 30 seconds on high speed. 
Transfer the whipped cream to a piping bag fitted with a large star piping tip.
To assemble the trifle, pipe a small layer of whipped cream into the bottom of a trifle bowl.  Next, place a layer of the profiteroles into a bowl, pushing down slightly into the whipped cream.
Top with 1/3 of the berries.  (Position the strawberries into the gaps created by the profiteroles.  Fill in with the raspberries and sprinkle over the currants and pomegranates.)
Repeat the layering two more times, ending with the berries
Garnish with piped whipped cream and mint leaves.
Refrigerate for 2 hours before serving.",9,"24-30 profiteroles (homemade is great, but you can find these in the frozen dessert section of most large grocery stores)",2 cups whipping cream,1/3 cup sugar,1 teaspoon vanilla extract,"1 teaspoon cream of tartar, optional",1/2 cup red currants,1/2 cup pomegranate airls,1 pint raspberries,"2 pints strawberries, hulled",NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/red-berry-profiterole-trifle/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Shortcake Drumsticks,Lord Byron’s Kitchen,NA,NA,"When it comes to serving up a scoop of ice cream at home, nothing beats doing so in one of these delicious drumstick sugar cones. Using store-bought cones, the inside is coated with melted white chocolate, which prevents ice cream from dripping out of the bottom, and rolled in strawberry shortcake crumbs!",Recipes,Prep Time 25 minutes mins,NA,NA,Total Time 1 hour hr 25 minutes mins,6 servings,9,"Start by setting up a workstation.  If using short drinking glasses to keep the cones standing up, place 6 drinking glasses onto a platter or baking tray.  This will make it easy to transport to the fridge.
Add the white chocolate chips and vegetable oil to a microwave-safe bowl.  On 50% power, and in 30-second increments, melt the chocolate until smooth.
Working with one cone at a time, hold the cone upright and spoon a couple of tablespoons of the melted chocolate into the cavity of the cone. Turn the cone slowly, allowing the chocolate to cover the entire interior surface of the cone. Turn the cone upside down and allow the excess chocolate to drip back into the bowl.
Next, holding the bottom of the cone, dip the top portion straight down into the bowl of chocolate. Very gently shake the cone in an up and down fashion. This will force the excess chocolate to drip off and back into the bowl.
Next, hold the cone over the bowl of strawberry shortcake crumbs. Use a spoon to spoon the crumbs over the still wet, melted chocolate. Turn the cone, spooning more crumbs over it, until the dipped portion of the cone is covered in crumbs. Place the cone in an upright position in a drinking glass or an ice cream cone stand.
Repeat until all of the cones are prepared. Transfer the cones to your fridge for 30  minutes to harden.  Save the remaining chocolate!
Once hard, re-melt the remaining chocolate in the same fashion as before and transfer the melted, smooth chocolate to a sandwich bag, cutting a small tip from one of the lower corners.
Again, working with one cone at a time, hold the bottom of the cone and drizzle the melted chocolate over the top half of the cone, drizzling from side to side while turning the cone in your hand.  Place the cone back into the drinking glass or ice cream cone stand.  Once all of the cones are complete, refrigerate the cones once again for another 30 minutes. 
Once the chocolate has set, the cones are ready to fill with ice cream.  Once the scoop of ice cream is secured in the cone, sprinkle the top of the scoop with more crumbs, if desired. ",5,6 sugar cones,2 cups white chocolate chips,1 teaspoon vegetable oil,1 cup Strawberry Shortcake Crumbs https://www.lordbyronskitchen.com/strawberry-shortcake-crumbs/,2-3 cups strawberry ice cream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/strawberry-shortcake-drumsticks/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Shortcake Dessert Dip,Lord Byron’s Kitchen,NA,NA,"For those times when whipped cream just won't cut it, Strawberry Shortcake Dessert Dip is what you need! It's super creamy and thick, does not deflate like whipped cream because it's made with mascarpone, it tastes sweet and slightly tart at the same time, and finally, it's loaded with homemade strawberry shortcake crumbs!",Recipes,Prep Time 10 minutes mins,NA,NA,Total Time 10 minutes mins,12 servings,15,"Before you begin this recipe, make sure that you have prepared the strawberry shortcake crumbs first. They must be fully cooled before you start to assemble. Once the crumbs have been taken care of, it’s time to prepare the dip!
Once the crumbs are cooled and you are ready to make your dip, place your mixing bowl into the freezer. An ice-cold bowl will help to make whipping the mascarpone and the cream faster and easier.  Allow the bowl to chill for 5 minutes.
Transfer the cold mascarpone to the chilled mixing bowl. Beat for just a minute or two to loosen up the dense ingredient. 
Next, add in the cold whipping cream and beat to incorporate until smooth.
Add the confectioner’s sugar. Beat until well incorporated. 
Finally beat in the vanilla bean paste, or vanilla extract, if using. 
If you would like stabilized whipped cream, go ahead and beat in the cream of tartar now; otherwise, continue to the next step.
Fold in one cup of the strawberry shortcake crumbs.
Transfer half of the dip mixture to a serving bowl and use the back of a spoon to smooth it out, creating ridges in the dip.
Drizzle over half of the strawberry syrup.
Next, spoon in the remaining dip and once again, smooth out the surface with the back of a spoon.
Drizzle over the remaining strawberry syrup.
Use a chopstick or the handle of a wooden spoon to swirl the syrup throughout the dip.
Top with the remaining strawberry shortcake crumbs.
Cover and keep refrigerated until ready to use. ",7,475 grams mascarpone cheese (just under two cups),1 cup confectioner's sugar,2/3 cup 35% whipping cream,2 tablespoons vanilla bean paste (or two teaspoons vanilla extract),1 1/4 cups strawberry shortcake crumbs https://www.lordbyronskitchen.com/strawberry-shortcake-crumbs/,1/4 cup strawberry syrup https://www.lordbyronskitchen.com/easy-strawberry-syrup/,"1/4 teaspoon cream of tartar, optional",NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/strawberry-shortcake-dessert-dip/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4th of July Celebration Berry and Fruit Salad,Lord Byron’s Kitchen,5, 1 ,"A perfectly gorgeous and healthy dessert option for your 4th of July party, this Celebration Berry and Fruit Salad is prepared with watermelon, strawberries, cherries, raspberries, blueberries, and apples cut into celebratory star shapes!  Drizzled with a quick and easy glaze, this is a beautiful dessert everyone will want a taste of!",Recipes,Prep Time 30 minutes mins,NA,NA,Total Time 30 minutes mins,12 servings,12,"The addition of the sugar-free jelly glaze is completely optional.  If you prefer to have it, prepare it as such: In a small saucepan, over low heat, warm the jelly until it’s in a liquid form.  Whisk well to ensure the jelly is smooth and lump-free.  Remove from heat and set aside to cool completely.
Wash all of your fruit and berries and pat them dry – very gently! 
The raspberries remain whole, but slice the strawberries in half from the top to the bottom. Keep the stems on. If you washed your berries well, there’s nothing to hurt. 
For the watermelon, remove the rind and discard it.  Cut the watermelon into one-inch cubes. 
Halve the cherries and remove the pits.
You have the option of dicing the apples or slicing them about 1/4-inch thick to make cut-out star shapes.  Either way, once you dice or slice the apples, be sure to dip them into lemon juice otherwise they will turn brown.
To assemble, start with the watermelon since there is more watermelon than anything else.  Don't dump the fruit and berries on the plate! Take the time to place each piece down gently.  Use just over half of the watermelon. 
Next, add 1/3rd of the strawberries, and 1/3rd of the raspberries, followed by 1/3rd of the cherries and 1/3rd of the blueberries.
Repeat these layers until you have used up all of the fruit and berries.  (Be sure to tuck in a couple of the apple stars between each layer!)
Spoon the completely cooled jelly over the salad, allowing it to drizzle down between the layers.
Tuck in a few sprigs of mint for prettiness and garnish. 
Serve immediately or cover and refrigerate for up to 12 hours.",9,"6 cups watermelon, cut into one-inch cubes","1 pound strawberries, halved","1/2 pound cherries, halved and pitted",1/2 pint raspberries,1 pint blueberries,1 pint blackberries,2 granny smith apples,"1/4 cup sugar-free jam or jelly, optional (store-bought or homemade)",fresh mint for garnish,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/4th-of-july-celebration-berry-and-fruit-salad/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Almond Rhubarb Scones,Lord Byron’s Kitchen,5, 1 ,"Puckeringly tart rhubarb is mellowed in these slightly sweet Almond Rhubarb Scones. Prepared with a splash of vanilla extract and crunchy sliced almonds, these are an absolute delight.  Topped with a sweet pink glaze made with grenadine, they're just beautiful!",Recipes,Prep Time 5 minutes mins, Cook Time 10 minutes mins,NA,Total Time 15 minutes mins,NA,11,"Preheat your oven to 400 degrees F.  Prepare a baking sheet by lining it with a silicone baking mat or parchment paper.  Set aside.
Add the flour, sugar, baking powder, and butter, to a mixing bowl and stir to combine.  Beat the butter into the dry ingredients until the combined ingredients resemble coarse sand. Set aside.
Add the rhubarb and 3/4 cup of the almonds and stir into the mixture with a spatula.
Next, in a separate bowl, whisk together the egg, milk, and vanilla extract. 
Pour the milk and egg mixture into the butter and flour mixture.  Use a spatula to fold the ingredients together.  Don't overmix – the dough will form quite quickly and shouldn't be one complete, perfectly round ball of dough.
Turn the dough out onto a lightly floured surface.  Use your hands to push the dough together, gathering up the bits into a mound.  Next, sprinkle the top lightly with a little flour and push the dough down into a round shape about 1 inch thick.
Use a large knife to cut the dough into 8 wedges and transfer the wedges to the baking sheet with about an inch of space in between each wedge.  
Use a pastry brush to lightly dust off any excess flour.  Top with the remaining almonds.
Bake for 10-12 minutes depending on your oven, until the top is just slightly golden.
Remove from oven and transfer to a wire cooling rack immediately to cool.
Once cooled, combine the confectioner's sugar with the grenadine until silky smooth.  Drizzle over the scones and sprinkle with some sanding sugar.  Allow the glaze to harden before storing in a food-safe container with a lid or in a domed cake stand.",12,1 2/3 cups all purpose flour,"3 tablespoons salted butter, softened",3 tablespoons sugar,3 teaspoons baking powder,1 large egg,1/2 cup milk,1 tablespoon vanilla extract,"1 cup rhubarb, finely diced",1 cup sliced almonds,1 1/2 cups confectioner's sugar,1-2 tablespoons grenadine,2 tablespoons sanding sugar,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/almond-rhubarb-scones/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lilac Blossom Biscotti,Lord Byron’s Kitchen,5, 11 ,"These biscotti are loaded with lilac flavour and scent.  Lilac petals are incorporated into the biscotti dough which has been sweetened with homemade lilac sugar.  Glazed and topped with more lilacs, these Lilac Blossom Biscotti are light, airy, and delicious! Super easy to make, and with their cheerful inclination, no one could resist! Treat yourself to one of these with a hot tea on a lazy Sunday afternoon.",Recipes,Prep Time 15 minutes mins, Cook Time 40 minutes mins,NA,Total Time 55 minutes mins,12 cookies,15,"Preheat your oven to 350 degrees F. Line a baking sheet with parchment paper and set it aside. 
Next, in a mixing bowl, beat together the butter, lilac sugar, salt, lilac syrup, and baking powder until well combined and creamy. 
Add the eggs and beat them into the batter until well mixed.
Now, add the flour and lilac petals. Beat in until just combined. The dough will be sticky. 
Turn the dough out onto the prepared baking sheet and form it into a log. (Dust your hands with flour if the dough is too sticky.) Form a log into a rectangle shape that is roughly 4″ wide and 12″ long.
Bake for 25 minutes. 
Remove from the oven and place the baking sheet on a wire cooling rack so that air can circulate around the baking sheet. Allow to cool for 5 minutes. 
In the meantime, reduce the heat to 325 degrees F. 
Using the parchment paper, slide the log onto a large cutting board. Slice into 3/4″ slices across the width of the log.
Place the slices back onto the baking sheet which has been lined with more parchment paper. Slices are cut side down. Bake for 12 minutes. 
Remove from the oven. Carefully turn the cookies over and bake for another 12 minutes. 
Remove from oven and allow to cool on the baking sheet for 3-5 minutes. Transfer to wire cooling rack to finish cooling completely.
Once the biscotti are completely cooled, melt the white chocolate and drizzle it over the surface of the biscotti.
Immediately top the biscotti with more lilac petals so that they stick to the melted white chocolate before it hardens.
Allow the chocolate to firm up before packaging the biscotti into a cookie tin or jar.",9,"6 tablespoons butter, melted",2/3 cup lilac sugar,1/2 teaspoon salt,3 teaspoons lilac syrup,1 1/2 teaspoons baking powder,2 large eggs,2 cups all purpose flour,"1 cup lilac petals, plus more for garnish",1 cup white chocolate chips,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/lilac-blossom-biscotti/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banana Pudding Parfaits,Lord Byron’s Kitchen,5, 10 ,NA,Recipes,Prep Time 30 minutes mins,NA,NA,Total Time 30 minutes mins,6 servings,9,"Before you start, place your mixing bowl in the freezer. An ice-cold bowl will help to make whipping the mascarpone and the cream faster and easier. Allow the bowl to chill for 5 minutes.
Transfer the cold mascarpone to the chilled mixing bowl. Beat for just a minute or two to loosen up the dense ingredient.
Next, add in the cold cream (heavy or whipping cream) and beat to incorporate until smooth.
Add the confectioner’s sugar and vanilla extract. Beat until well incorporated.
Next, working in layers, either in a 9×13 baking dish, a trifle bowl, or individual glasses as you see here, set a thin layer of the mascarpone cream into whatever vessel you are using.
Top with a layer of vanilla wafer cookies, followed by the banana pudding, and freshly sliced bananas.  
You can continue to build layers in this fashion and stop once you have either used up your ingredients or have filled your serving vessel.  Be sure that the last layer is the mascarpone cream!
Cover and refrigerate until you are ready to serve.
Before serving, top with crushed wafer cookies and a banana slice.  Optionally, you may drizzle with caramel or chocolate sauce.  A sprinkling of toffee bits is also a nice touch!",7,457 grams mascarpone cheese (just under two cups),1 cup confectioner's sugar,1 cup heavy cream,1/2 teaspoon vanilla extract,15 ounces boxed vanilla wafer cookies (often called Nilla Wafers),"3 large bananas, just ripened, no brown spots on the skin",3 cups banana pudding (homemade or store-bought),NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/banana-pudding-parfaits/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mini Egg No Churn Ice Cream,Lord Byron’s Kitchen,5, 12 ,"Developed with the chocolate mini egg enthusiast in mind, this no churn ice cream is so quick and easy to prepare! Smooth and velvety, flavoured and enriched with good cocoa, this ice cream is loaded with Cadbury Easter chocolate eggs, crumbled chocolate cookies, and even a chocolate syrup drizzle!  ",Recipes,Prep Time 35 minutes mins,NA,NA,Total Time 6 hours hrs 35 minutes mins,12 servings,8,"Before you start anything at all, take the bowl you intend to use to beat the whipping cream in, and place it in your freezer. An ice-cold bowl will help to make whipping the cream faster and easier.
Pour the cold whipping cream into the chilled mixing bowl. Using a handheld mixer or stand mixer, beat the cream until it forms stiff peaks. At this point, add food colouring to tint the ice cream if desired.  Also, add the vanilla extract.  Beat into the whipped cream.
Next, while still beating, pour the canned sweetened condensed milk into the bowl in a steady, slow stream. Don’t empty the contents of the can in and then beat. The whipped cream will lose its fluffiness. Slow and steady wins the race. When no more pours out of the can, scrape the rest out with a spatula. You’ll want to use every drop!
Add the cocoa powder and beat until just incorporated.  
Finally, add in the crumbled chocolate cookies and the crushed Cadbury Mini Eggs.  (If desired, hold back a little bit of the crumbled cookies and mini eggs to top the ice cream with later.  This is only for presentation and completely optional.)  Use a spatula to fold the ingredients into the whipped cream mixture. 
Once done, transfer half of he ice cream mixture to a freezer-safe bowl or container. Top with half of the chocolate syrup.  Transfer in the remaining ice cream mixture and once again, follow that up with the remaining chocolate syrup.
Use a chopstick or the handle of a thin wooden spoon to swirl the chocolate syrup.  Top with any remaining cookies and mini eggs.
Cover and freeze for 4-6 hours or until firm.",8,"2 cups 35% whipping cream, cold",14 ounces canned sweetened condensed milk,1/4 cup cocoa powder,1 teaspoon vanilla extract,"1-2 drops brown food colouring, optional","1 cup chocolate chip cookies, crumbled","1 1/4 cups Cadbury Mini Eggs, (use micro mini eggs or use regular crushed mini eggs)",1/4 cup chocolate syrup or sauce,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/mini-egg-no-churn-ice-cream/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Shortbread Bars,Lord Byron’s Kitchen,5, 15 ,"Pucker up!  These Lemon Shortbread Bars are perfectly balanced with tartness from the lemons and sweetness from the sugar.  The easy to prepare lemon filling is baked right on top of that homemade buttery shortbread crust.  Perfect to serve at Easter brunch, a light and refreshing summer dessert, but so delicious you can whip up a batch of these for any occasion!",Recipes,Prep Time 15 minutes mins, Cook Time 40 minutes mins,NA,Total Time 55 minutes mins,24 bars,10,"Preheat your oven to 350 degrees F.  Line a 9×13-inch baking pan with parchment paper or lightly coat the interior of the pan with non-stick cooking spray.  Set aside.
Transfer the butter to a bowl and beat for 30-60 seconds.
Add the flour and sugar to the butter and beat until just combined.
Transfer the flour and butter mixture to the prepared baking pan and lightly press into the pan to form a flattened crust.
Bake for 20 minutes.
In the meantime, measure all of the filling ingredients into a bowl and beat lightly to combine.
After 20 minutes, remove the baking pan from the oven and pour the lemon filling mixture over top.  
Return the baking pan to the oven for an additional 20 minutes.
Once baked, remove the lemon bars from the oven and immediately dust with the confectioner's sugar.  
Set the pan aside and allow the bars to fully cool before slicing.",9,"1 cup salted butter, room temperature",1/2 cup sugar,2 cups all purpose flour,1 1/2 cups sugar,1/3 cup all purpose flour,"4 large eggs, room temperature","2/3 cup lemon juice, freshly squeezed only!",lemon zest,2 tablespoons confectioner's sugar,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/lemon-shortbread-bars/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zucchini Parmesan Pasta,Lord Byron’s Kitchen,5, 17 ,"Perfectly cooked pasta is tossed with shredded zucchini that has been sauteed in butter with garlic, shallots, and chilies.  Topped with loads of fresh parmesan and your choice of herbs, Zucchini Parmesan Pasta is a quick and easy meal perfect for a family dinner or a meal for one while sitting on the couch with a movie!",Recipes,Prep Time 10 minutes mins, Cook Time 20 minutes mins,NA,Total Time 30 minutes mins,4 servings,8,"Cook the pasta according to the instructions on the package, but undercook it just slightly.  It will cook further when added to the sauce. Drain well, reserving 1 cup of the pasta water, and set aside.
In a large skillet, over medium heat, add the olive oil and shallots.  Saute the shallots for 2-4 minutes until just cooked.  
Add in the garlic and dried red chili flakes, if using.  Stir into the onions and cook for 2 more minutes.
Add the salt, ground black pepper, dried thyme, and butter.  Stir to combine until the butter is fully melted.
Next, add in the zucchini and stir.  Cook the zucchini for 3-5 minutes.
Add the drained pasta into the skillet and toss to coat.  Add half of the parmesan and toss to incorporate.
At this point, add about 1/4 cup of the reserved pasta water at a time, mixing well between each addition until the sauce reaches a creamy consistency.  You may not use all of the reserved pasta water, depending on your preference.
Plate the pasta and top with the remaining parmesan and garnish with your choice of fresh herbs.  Fresh thyme is a great choice, along with parsley.  Fresh basil leaves are also a great addition.",11,"450 grams pasta, cooked and drained (reserve 1 cup of the pasta water)",2 tablespoons olive oil,"4 cloves garlic, minced","2-3 whole shallots, finely chopped",1/2 teaspoon dried red chili flakes,1/2 teaspoon salt,1/2 teaspoon ground black pepper,1/2 teaspoon dried thyme,1 tablespoon salted butter,"2 large zucchini, shredded and squeezed (see post for details)","1 cup parmesan cheese, grated",NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/zucchini-parmesan-pasta/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mascarpone Stuffed Strawberries,Lord Byron’s Kitchen,5, 13 ,"Mascarpone is blended with cream, sugar, and vanilla to make the most delicious dessert topping.  In this recipe, the mixture is stuffed into hulled fresh strawberries and topped with a sprinkling of graham cracker crumbs for texture and flavour.  This simple and easy dessert is big on taste!",Recipes,Prep Time 20 minutes mins,NA,NA,Total Time 20 minutes mins,12 servings,10,"Before you start, place your mixing bowl into the freezer. An ice-cold bowl will help to make whipping the mascarpone and the cream faster and easier.  Allow the bowl to chill for 5 minutes.
Transfer the cold mascarpone to the chilled mixing bowl. Beat for just a minute or two to loosen up the dense ingredient. 
Next, add in the cold cream (heavy or whipping cream) and beat to incorpate until smooth.
Add the confectioner’s sugar. Beat until well incorporated. 
Finally beat in the vanilla bean paste, or vanilla extract, if using. 
Cover the bowl well and refrigerate for a minumum of 2 hours.
In the meantime, with a sharp knife, cut the top off of each strawberry to remove the green stem. You will need to scoop out just a little of the strawberry. 
Transfer the dessert topping to a piping bag or a resealable sandwich bag and cut about 1/4 inch from the tip – just enough to squeeze out the dessert topping. 
Hold the strawberry so that it is standing on its pointy end and fill the interior with the dessert topping. Place the strawberry onto a serving plate and continue until all of your strawberries are stuffed. 
At this point, you can tuck in some greenery like I did, but it’s not mandatory. Sprinkle over the graham cracker crumbs and serve.",6,475 grams mascarpone cheese (just under two cups),1 cup confectioner's sugar,1 cup 35% whipping cream,2 tablespoons vanilla bean paste (or two teaspoons vanilla extract),"2 pints strawberries, hulled and slightly hollowed out",2 tablespoons graham cracker crumbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/mascarpone-stuffed-strawberries/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Layered Strawberry Shortcake Dessert,Lord Byron’s Kitchen,5, 21 ,"A no-bake dessert that is best prepared in advance and refrigerated overnight, this delicious Layered Strawberry Shortcake Dessert uses homemade strawberry shortcake crumbs, chocolate chip cookies, and a cream cheese-based cream topping. Serve with fresh strawberries!",Recipes,Prep Time 30 minutes mins, Cook Time 8 minutes mins,NA,Total Time 38 minutes mins,10 servings,7,"Before you begin this recipe, make sure that you have prepared the strawberry shortcake crumbs first. They must be fully cooled before you start to assemble.  Once the crumbs have been taken care of, it’s time to prepare the filling.
To start, beat the cream cheese, cream, and confectioners’ sugar on medium-high speed until stiff peaks are formed.  
Working one chocolate chunk cookie at a time, submerge it quickly into the milk and lay it into a 9×13 baking dish or a 9-inch springform cake pan.  Cover the entire bottom of the pan.  You do not need to fill in the gaps between the cookies.
Spread one-third of the cream cheese mixture over the cookie layer and top that with a half cup of the Strawberry Shortcake Crumbs. 
Repeat these layers one or two more times, depending on how large you would like your desserts to be, or how much your serving glasses can accomodate.  
Cover loosely but fully and refrigerate for at least 12 hours and up to 2 days. 
Top with strawberries before serving. ",7,1 1/2 cups strawberry shortcake crumbs,8 ounces cream cheese,"2 cups cream, whipping cream or heavy cream",1/2 cup confectioner's sugar,"30 chocolate chunk cookies, homemade or storebought",1 cup whole milk,"1 pint strawberries, for garnish",NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/layered-strawberry-shortcake-dessert/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Mousse Shortcake,Lord Byron’s Kitchen,5, 18 ,"This light and fluffy cake is super flavourful!  Prepared with a boxed strawberry mousse mix and a cream cheese frosting, Strawberry Pudding Shortcake is topped with homemade strawberry shortcake crumbs which help to make it the most deliciously nostalgic flavour combination!",Recipes,Prep Time 20 minutes mins, Cook Time 1 hour hr,NA,Total Time 1 hour hr 20 minutes mins,16 servings,16,"Preheat your oven to 350 degrees F.
Grease a 9×13 inch baking pan with butter and dust with flour.  Set aside.
Using a stand mixer or a handheld mixer, cream the butter and sugar together until light and fluffy.
Add the strawberry mousse powder and mix into the butter and sugar mixture.
Add each egg one at a time, beating well after each addition.
Add pink food colouring, if using.  A little goes a long way! Beat until incorporated.
In another bowl, whisk together the milk, oil, and vanilla extract.  Add this mixture to the butter and egg mixture in thirds, beating after each addition.
Next, add in the flour, cornstarch, baking powder, and salt.  Beat until mix through.
Pour the batter into prepared baking pan.
Bake for 1 hour.  Test doneness by inserting a wooden toothpick into the center of the cake.  If the toothpick comes out clean, the cake is done.  If not, bake for 5 more minutes and test again.
Once done, remove from oven and set onto a wire cooling rack.  Do not invert the cake.  This cake will stay in the baking pan.  Allow cake to fully cool.
Beat the cream cheese and butter together until smooth and uniform.
Add the confectioner's sugar one cup at a time, beating well after each addition.
Next, add the milk one tablespoon at a time, beating well after each addition.  You may need more or less milk, so it's important to add a little at a time.
Spread the frosting evenly over the cooled cake.  Top with a sprinkling of strawberry shortcake crumbs.
Serve and enjoy!",17,"3/4 cup butter, softened",1 1/2 cups sugar,"1 box instant strawberry mousse (69 grams in size or as close to that as you can find; see notes above for more information, and remember, use the powder only here and not already prepared mousse)",4 large eggs,1 1/4 cup whole milk,1/3 cup vegetable oil,1/2 teaspoon vanilla extract,1 3/4 cup all purpose flour,3 tablespoons cornstarch,4 teaspoons baking powder,1/2 teaspoon salt,"pink food colouring, optional",8 ounces cream cheese,"1/2 cup butter, softened",4 cups confectioner's sugar,3 tablespoons whole milk,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/strawberry-mousse-shortcake/,1 cup Strawberry Shortcake Crumbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
