title,author,rating,ratingnum,cuisine,preptime,cooktime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,source,link,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22
Want some cookies for breakfast?,Madhuram,5, 8 ,American,Prep Time 15 minutes mins,Cook Time 20 minutes mins,Total Time 35 minutes mins,20 Cookies,10,"Combine the flours and wheat germ in a bowl.  Store it in an air-tight container or sealed bags and use it for baking anything from cakes, cookies, brownies etc.
Preheat oven at 400F/200C for 15 minutes and line/grease a baking sheet.
Coarsely crush the cereal either using a rolling pin or pulse it a couple of times in the food processor.
In a large mixing bowl, whisk together the flour combo, crushed cereal, baking soda, salt and cinnamon.
In another bowl, whisk together applesauce, brown sugar, oil, vanilla and ricotta cheese.
Add the dry ingredients to the wet mixture and combine gently.
Drop by tablespoonful onto the baking sheets, leaving about an inch between cookies.
Flatten cookies with the back of a fork and sprinkle tops with sugar.
Bake about 18 to 20 minutes, or until nicely browned and crispy around the edges.
Leave it in the baking sheet for 5 minutes and then transfer to a wire cooling rack to cool it completely.  Serve it with blueberry milk or strawberry milk.",18,▢ 2 Cups Whole Grain Cereal (I Used Fiber One Cereal Honey Clusters),▢ ¾ Cup Flour Blend (See Below On How To Make This),▢ ½ Teaspoon Baking Soda,▢ ½ Teaspoon Salt (I Used ¼ Teaspoon),▢ 1 Teaspoon Cinnamon (I Used Only ¼ Teaspoon),▢ ¼ Cup Unsweetened Applesauce (Instead Of 1 Large Egg),▢ ½ Cup Brown Sugar,▢ ¼ Cup Canola Oil,Eggless Cooking,https://www.egglesscooking.com/fiber-one-breakfast-cookies/,▢ 2 Teaspoons Vanilla Extract,▢ ¾ Cup Low Fat Ricotta Cheese,▢ As Needed Cinnamon Sugar/Plain Sugar For Dusting,"▢ ¼ Cup Dried Cranberries (Optional, I Added This)",▢ ¼ Cup Chopped Walnuts,▢ 1 Cup All Purpose Flour,▢ 1 Cup Whole Wheat Flour,▢ 1 Cup Wheat Germ,▢ 2 Cups Whole Wheat Pastry Flour (I Used This Combo),▢ 1 Cup Wheat Germ,NA,NA,NA,NA
"""Oh-So-Sweet"" Decadent Cookie Bars",Madhuram,NA,NA,American,Prep Time 15 minutes mins,Cook Time 25 minutes mins,Total Time 40 minutes mins,45 Small Pieces,9,"Preheat oven to 350F (325F for glass baking dish) for 15 minutes.
If not using ready to use graham cracker crumbs, place the crackers in a ziploc bag, seal it and use a rolling pin to powder it.  Alternatively pulse it a few times in a food processor.
Cut the butter into small pieces, place it in a microwave safe bowl and melt it.  First time it for 15 seconds, stir it once and keep increasing the time as needed.  Mine took 1 minute to melt completely.  Let it cool enough to handle with your hands.
In a bowl, combine the graham cracker crumbs and butter; mix well.
Press crumb mixture firmly on bottom of 13x9 inch baking pan.
Pour sweetened condensed milk evenly over the crumb mixture.
First add ¼ cup of the semi sweet chocolate chips evenly over the condensed milk layer.  Next add the coconut similarly.
Evenly spread the nuts over the coconut layer.  Then top it off with the dried cranberries and the remaining ¼ cup of the chocolate chips.
Bake 25 minutes or until lightly browned.  Cool completely.  I kept it in the freezer for 10 minutes.  Cut into bars or diamonds.  Store the cookie bars covered.",7,▢ 1 And ½ Cups Graham Cracker Crumbs,▢ ½ Cup (1 Stick) Melted Butter/Margarine,▢ 1 Can (14 Oz) Sweetened Condensed Milk (I Used Fat Free),▢ ½ Cup Semi Sweet Chocolate Chips (I Used Mini),▢ ½ Cup Flaked Coconut,▢ ½ Cup Chopped WalNuts,▢ ½ Cup Dried Cranberries,NA,Eggless Cooking,https://www.egglesscooking.com/cookie-bars/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yummy Banana Bread Cookies!,Madhuram,5, 5 ,American,Prep Time 25 minutes mins,Cook Time 13 minutes mins,Total Time 48 minutes mins,32 Cookies,6,"Preheat oven to 350F/180C.
In a large bowl cream together the butter and sugar until light and fluffy.  Add the mashed banana and vanilla extract, and beat well.
Add the flour and salt and mix together.  Stir in the chopped walnuts.
Use an ice-cream scoop or a tablespoon to scoop out the cookie dough and drop it onto the cookie sheet/s 2-3 cms apart.
Bake for 10-14 minutes or until it's light golden brown.
Remove the sheet/s from the oven and place it on a wire rack to cool completely before storing it in an air-tight container.",7,▢ 1 cup brown sugar,▢ 1 cup unsalted butter softened,▢ ¾ cup banana mashed,▢ 2 teaspoons vanilla extract,▢ 2 and ⅓ cups all-purpose flour,▢ ¼ teaspoon salt,▢ ¾ cup walnuts chopped,NA,Eggless Cooking,https://www.egglesscooking.com/banana-bread-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggless Persian Lace Cookies,Madhuram,NA,NA,American,Prep Time 20 minutes mins,Cook Time 8 minutes mins,Total Time 28 minutes mins,23 Cookies,11,"Preheat the oven to 375F/190C for 15 minutes.
Lightly grease or line baking sheets with parchment paper.
Sift the flour with the salt in a bowl and set aside.
Combine the brown sugar, corn syrup and butter in a saucepan over medium heat.
Bring to a boil, stirring occasionally.
Boil for 30 seconds.
Remove from the heat and stir into the flour mixture together with the chopped pistachios and rosewater.  The batter will not be stiff like regular cookie dough.  It will have the consistency of idli/dosa batter, so don't worry.
Drop the batter using a ½ tablespoon, 3 inches apart onto the baking sheets.
Bake for 7-8 minutes, until the edges are lightly browned.
Carefully remove the cookies from the baking sheets and store in an airtight container for up to 5 days.
Allow to cool on the baking sheets.",7,▢ 1 And ¼ Cups All Purpose Flour,▢ ¼ Teaspoon Salt,▢ 1 Cup Light Brown Sugar,▢ ½ Cup Corn Syrup,▢ 1 Stick Butter,▢ 1 Cup Chopped Pistachios,▢ 1 Tablespoon Rosewater,NA,Eggless Cooking,https://www.egglesscooking.com/eggless-lace-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simple Orange Cookies,Madhuram,5, 9 ,American,Prep Time 20 minutes mins,Cook Time 11 minutes mins,Total Time 41 minutes mins,30 Cookies,6,"Preheat oven to 350 degrees F or 180 degrees C for 15 minutes.
Cream the butter and sugar in a large bowl. Add in the orange zest and vanilla extract; beat well.
In another bowl sift together the flour, baking soda, and salt.
Mix the flour into the creamed butter mixture and stir it until well combined.  Sometimes the cookie dough might have a sticky consistency.  In such cases chill the dough in the refrigerator for an hour or so before baking otherwise you will have thin crepe-like cookies.
Scoop out a tablespoonful of dough for each cookie, slightly flatten it, and place it on the baking sheet 2 inches apart. Bake for 10-12 minutes or until the edges are browned lightly.
Remove it from the oven and let the cooks remain in the pan for another 2-3 minutes and then transfer the orange cookies from the pan to a wire rack to cool completely before storing it in an air-tight container.",7,"▢ 1 cup unsalted butter, softened",▢ 1 cup sugar,"▢ 4 teaspoons orange zest, grated",▢ 2 teaspoons vanilla extract,▢ 2 cups all-purpose flour,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt (optional),NA,Eggless Cooking,https://www.egglesscooking.com/orange-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gluten Free, Egg Free & Whole Grain Chocolate Chip Cookies",Madhuram,5, 11 ,American,Prep Time 15 minutes mins,Cook Time 15 minutes mins,Total Time 35 minutes mins,16 Cookies,6,"Preheat the oven to 375F/190C for 15 minutes.  Grease 2 baking sheets.
In a medium bowl, cream together the margarine and sugars until light and fluffy.
In a blender blend together the EnerG and warm water until its frothy.  Add this and vanilla extract to the creamed sugar mixture and beat it well.
Fold in the brown rice flour, whole cornmeal, baking powder, salt, chocolate chips and nuts (if using).
Drop tablespoonfuls of dough on the baking sheets leaving space between each cookie.  Bake for 10-15 minutes, until the cookies are lightly browned.  I took out mine after 13 minutes.  If you are using a dark coating non stick pan, be alert as the bottoms tend to brown very quickly.  I used an aluminum pan, so mine took 13 minutes.
Place the baking sheets on cooling racks.  Let the cookies stand for 5 minutes.  Transfer the cookies to the wire rack using a spatula.  Let cool completely before storing in an airtight container.",12,▢ 6 tablespoons Vegetable Oil Spread or Margarine,▢ ¼ cup Light Brown Sugar,▢ ¼ cup Granulated Sugar,▢ 2 teaspoons Egg Replacer Ener-G,▢ 3 tablespoons Warm Water,▢ 1 teaspoon Vanilla Extract,▢ ¾ cup Brown Rice Flour,▢ ¾ cup Whole Cornmeal use fine grind,Eggless Cooking,https://www.egglesscooking.com/gluten-free-cookies-chocolate-chip/,▢ 1 teaspoon Baking Powder,▢ A pinch Salt,▢ ⅔ cup Semisweet Chocolate Chips,"▢ ¼ cup Walnuts coarsely chopped, optional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vegan Cranberry Banana Cookies,Madhuram,5, 10 ,American,Prep Time 15 minutes mins,Cook Time 10 minutes mins,Total Time 35 minutes mins,15 Cookies,6,"Preheat oven to 350F/180C for 15 minutes. Grease baking sheets lightly with non stick cooking spray or shortening.
In a blender whip together the flaxseed meal and water; until it’s frothy. Keep it aside.
In a bowl stir together cranberries (if using) and flour, so that the cranberries don’t stick together and form lumps.
To this add the mashed banana, peanut butter, apple juice, flaxseed mixture and vanilla; mix until smooth.
Stir in rolled oats and baking soda; blend well.
Drop by spoonfuls (approximately about 2 tablespoons per cookies); flatten with a fork. Bake for 10 minutes.",9,▢ ½ cup Dried Cranberries finely chopped,"▢ ½ cup mashed Bananas, Mashed 2 medium-sized, ripened","▢ ⅓ cup Butter or margarine, I used peanut butter instead.",▢ ½ cup Apple Juice unsweetened,▢ 1 count flax egg,▢ ½ teaspoon Vanilla Extract,▢ 1 cup Rolled Oats quick cooking,▢ ½ cup All-Purpose Flour,Eggless Cooking,https://www.egglesscooking.com/vegan-cranberry-banana-cookies/,▢ 1 teaspoon Baking Soda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vegan Double Chocolate Cookies,Madhuram,5, 11 ,American,Prep Time 20 minutes mins,Cook Time 10 minutes mins,Total Time 35 minutes mins,30 Cookies,7,"Preheat oven to 350F/180C for 15 minutes.  Line baking sheets with parchment paper.
In a large bowl, sift together the flour, cocoa powder, baking soda and salt.
In another large bowl, mix together the oil, maple syrup, flax seed meal, almond milk and extracts, and mix well.
Fold in the dry ingredients in batches.  The batter will start to get stiff.  You may have to use your hand from now on.
Add the chocolate chips and walnuts, and mix with a wooden spoon or your hand.
Use a 1 tablespoon measurement to scoop out the dough and place it on the baking sheet.  Then roll each piece of dough and flatten into disks using your fingers and place it an inch apart on the cookie sheet.
Bake for 10 minutes.  Remove from the oven and let stand for 5 minutes, then transfer to a wire rack to cool completely.",12,▢ 2 Cups All Purpose Flour,▢ ⅔ Cup Unsweetened Cocoa Powder Dutch-Processed,▢ 1 Teaspoon Baking Soda,▢ ½ Teaspoon Salt,▢ ¼ Cup Vegetable Oil,▢ ¾ Cup Maple Syrup,▢ 4 Teaspoons Flax Seed Meal,▢ ½ Cup Almond Milk or Any Other Non Dairy Milk,Eggless Cooking,https://www.egglesscooking.com/vegan-double-chocolate-cookies/,▢ 2 Teaspoons Vanilla Extract,▢ ½ Teaspoon Almond Extract,▢ ¾ Cup Vegan Chocolate Chips,▢ ¾ Cup Walnuts Chopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vegan Barley Flour Cookies,Madhuram,5, 12 ,American,Prep Time 15 minutes mins,Cook Time 17 minutes mins,Total Time 42 minutes mins,20 Cookies,8,"Preheat the oven at 375F (190C) for 15 minutes.  Grease with non stick spray or line baking sheets with parchment paper.
In a large mixing bowl add peanut butter, margarine and sugars.  Beat together well until smooth and creamy.
In a blender (I used the small jar of my Magic Bullet), blend together the egg replacer and warm water until it's frothy.
To the creamed sugar mixture add the egg replacer liquid and vanilla.  Beat once again until it's combined well.
To this add the barley flour, baking soda and salt and stir well.
Add remaining ingredients and mix well.
Spoon the batter onto a cookie sheet and bake for 10 to 12 minutes.  I took mine out after 11 minutes.
Leave the cookies on the sheet for 5 minutes.  Then transfer it to a cooling rack for the cookies to cool completely.  Transfer the cooled cookies to an airtight container.",16,▢ ¼ cup Peanut Butter,▢ ¼ cup Margarine,▢ ⅓ cup Brown Sugar,▢ ⅓ cup Granulated Sugar,▢ ½ teaspoon Vanilla Extract,▢ 1 and ½ teaspoons Egg Replacer EnerG,▢ 3 tablespoons Lukewarm Water,▢ ¾ cup Whole Barley Flour,Eggless Cooking,https://www.egglesscooking.com/vegan-barley-flour-cookies/,▢ ½ teaspoon Baking Soda,▢ ¼ teaspoon Salt,▢ ½ cup Rolled Oats,▢ ½ cup Rice Krispies,▢ ½ cup Walnuts Chopped,▢ ¼ cup Carob Chips,▢ ¼ cup Dried Cranberries,▢ 1 teaspoon Water,NA,NA,NA,NA,NA,NA
The BEST Gluten Free Sugar Cookies,Madhuram,5, 2 ,American,Prep Time 2 hours hrs 30 minutes mins,Cook Time 12 minutes mins,Total Time 2 hours hrs 52 minutes mins,66 Cookies,10,"In a small cup whisk together the Ener-G egg replacer powder and water and set aside.  In a medium size bowl sift together the gluten-free baking mix, baking powder and salt.
In a large bowl cream together the butter, sugar and vanilla. Add the egg replacer mix and beat well
Stir in the flour mix and mix well until the dough comes together.  You might want to add a tablespoon of water if the dough is very crumbly.
The dough will be a bit soft.  Divide the dough into half and store it in an air-tight container and chill it in the refrigerator for at least an hour.
Once it is a bit hard and looks like it can be rolled, preheat the oven at 375C/190C.
Roll out the dough keeping it in between two wax/parchment papers to work easily.  
Instead of using a rolling pin which might not work that well in rolling out the dough uniformly especially if it is a thin rolling pin, I use a flat surfaced utensil to flatten the dough by pressing it and moving it in circles on top of the parchment paper to make a big circle of about ½-inch thickness.
Now use a cookie cutter to cut out shapes and place it on a baking sheet which is lined with parchment paper.
Bake for about 10-12 minutes or until you see a light brown color in the bottom of the cookies.
Once the cookies is done remove the baking sheet from the oven and place it on a cooling rack to cool for about 10 minutes.  Then transfer the cookies from the baking sheet to the rack for it to cool completely and then store it in an air-tight container or decorate as you wish.",7,▢ 1 cup unsalted butter softened,▢ 1 cup sugar,▢ 1 and ½ teaspoon vanilla extract,▢ 1 and ½ teaspoon Ener-G egg replacer + 3 tablespoons water for 1 egg,▢ 3 cups gluten-free baking mix I used Bob's Red Mill,▢ 1 and ½ teaspoon baking powder,▢ ¼ teaspoon salt,NA,Eggless Cooking,https://www.egglesscooking.com/gluten-free-sugar-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The BEST Red Velvet Chocolate Chip Cookies Ever!,Madhuram,5, 1 ,American,Prep Time 15 minutes mins,Cook Time 10 minutes mins,Total Time 35 minutes mins,24 Cookies,9,"In a mixing bowl stir together the flour, cocoa, cornstarch, baking powder, salt and set aside.
In another large bowl beat together the butter and sugar until its light and creamy.
Now add the vinegar, Ener-G, water, vanilla extract, food color and beat well.
Stir in the flour mix into the wet mix and mix well. Stir in about ½ cup of the chocolate chips and retain the rest. (See My Notes).
The dough might appear to be sticky, so I would suggest to refrigerate it for at least an hour before you can bake the cookies.
Preheat the oven at 375F/190C for 15 minutes.
On a lightly greased cookie sheet scoop out about a tablespoon of dough for each cookie and slightly flatten it. (See My Notes)
Bake for about 9-11 minutes. Remove the cookie sheet from the oven and leave it on a wire cooling rack for it to cool.  Now press the reserved chocolate chips on the warm cookies in a neat pattern to make it look attractive.
After about 8-10 minutes remove the cookies from the cookie sheet and let it cool completely on the wire rack before storing it in an air-tight container.",12,▢ 1 and ½ cups all-purpose flour,▢ 2 and ½ tablespoons unsweetened cocoa powder,▢ 1 teaspoon cornstarch,▢ ¾ teaspoon baking powder,▢ ⅛ teaspoon salt,▢ ½ cup butter softened,▢ 1 cup granulated white sugar,▢ 1 teaspoon white vinegar,Eggless Cooking,https://www.egglesscooking.com/red-velvet-chocolate-chip-cookies-recipe/,▢ 1 and ½ teaspoons egg replacer + 3 tablespoons water (for 1 egg),▢ 1 and ½ teaspoons vanilla extract,▢ 1 and ½ teaspoons red food color,▢ ¾ cup white chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vegan Whole Wheat Oatmeal Chocolate Chip Cookies,Madhuram,5, 4 ,American,Prep Time 30 minutes mins,Cook Time 12 minutes mins,Total Time 42 minutes mins,30 to 35 Cookies,6,"Preheat oven to 350F/180C for 15 minutes.  Beat together the egg replacer powder and water; set aside.
In a medium bowl stir together the dry ingredients.
In a large bowl beat together the brown sugar, vegan butter substitute and oil.  Once it is smooth add the almond butter, ener-g mix and vanilla extract and beat well.
Fold in the flour mix and combine well.  Stir in the chocolate chips, cranberries and pistachios.
Scoop out 1 tablespoonful of dough for each cookie and place it on a baking sheet 2 inches apart.  Flatten the dough lightly with fingers.
Bake for 12-14 minutes, or until cookies are golden brown and dry on top.  Remove the cookie sheet out of the oven and leave the cookies on it for another 5 minutes before transferring to a wire rack to cool completely.  Store the cookies in an air tight container.",14,▢ 1 and ½ cups whole wheat flour,▢ ½ cup quick cooking oats,▢ ½ teaspoon baking soda,▢ ½ teaspoon salt,▢ 1 cup brown sugar,"▢ ¼ cup vegan butter substitute, softened",▢ ¼ cup melted coconut oil,▢ ¼ cup almond butter,Eggless Cooking,https://www.egglesscooking.com/vegan-whole-wheat-oatmeal-chocolate-chip-cookies-recipe/,▢ 1 tablespoon ener-g egg replacer (What is ener-g?),▢ 5 tablespoons water,▢ 1 teaspoon vanilla extract,▢ ½ cup vegan chocolate chips,▢ ¼ cup dried cranberries,▢ ¼ cup chopped pistachios,NA,NA,NA,NA,NA,NA,NA,NA
Vegan Apple Breakfast Cookies,Madhuram,4.75, 4 ,American,Prep Time 20 minutes mins,Cook Time 16 minutes mins,Total Time 36 minutes mins,20 Cookies,4,"Preheat oven at 350F/180C for 15 minutes.  Line baking sheet/s with parchment paper.
In a large bowl mix together the dry ingredients.
In another small bowl whisk together the wet ingredients.  Pour it over the flour mix and stir in the apples and other optional ingredients, if using.  Stir until just combined.
Scoop out ¼ cup of dough for each cookie and drop it on the baking sheet, 2 inches apart.  Bake for 15-17 minutes.  Let the cookies cool on the sheet for 2 minutes, then transfer the cookies to the wire rack to cool completely.",13,▢ 2 cups quick-cooking oats,▢ 1 and ½ cups whole wheat flour,▢ 1 and ½ teaspoon baking powder,▢ 1 teaspoon ground cinnamon,▢ ½ teaspoon salt,▢ ¾ cup coconut palm sugar,▢ 1 cup almond milk,▢ ½ cup unsweetened applesauce,Eggless Cooking,https://www.egglesscooking.com/vegan-apple-breakfast-cookies-recipe/,▢ ¼ cup melted coconut oil,▢ 1 teaspoon vanilla extract,▢ 1 and ½ cups grated apple,▢ ½ cup chopped walnuts (optional),▢ ⅓ cup raisins (optional),NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggless Cranberry Chocolate Chip Cookies,Madhuram,NA,NA,American,Prep Time 15 minutes mins,Cook Time 16 minutes mins,Total Time 31 minutes mins,45 -50 Cookies,1,Check Chewy Chocolate Chip Cookies for the procedure.,7,"▢ 1 pack, 18.25oz German Chocolate Cake mix (I used Betty Crocker)",▢ 3 teaspoons EnerG,▢ 4 tablespoons Water,▢ ½ cup (1 stick) Melted Butter,▢ ½ cup Oats (Quick Cooking),▢ ¾ cup Semisweet Chocolate Chips,▢ ¾ cup Dried Cranberries,NA,Eggless Cooking,https://www.egglesscooking.com/cranberry-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggless Christmas Fruitcake Cookies,Madhuram,5, 3 ,American,Prep Time 20 minutes mins,Cook Time 15 minutes mins,Total Time 35 minutes mins,40 Cookies,6,"Preheat oven at 325F/160C for 15 minutes.  Grease baking sheets with butter or line it with parchment paper and set aside.
In a large bowl cream together the butter and brown sugar until it's light and fluffy.  Add the egg replacer powder, water and vanilla extract and beat well again.
Add the sifted flour, salt and baking soda to the creamed mixture and stir well.
Stir in the dried fruits and nuts.
Scoop out tablespoonful of dough for each cookie, lightly roll it and flatten it and place it on the prepared baking sheets and bake for about 15 minutes.
Place the baking sheets on a cooling rack and leave it for at least 5 minutes before transferring the cookies to the cooling rack to cool completely.  Store it in an air-tight container.",19,"▢ 1 cup butter, softened",▢ ¾ cup coconut palm sugar,▢ 1 teaspoon egg replacer powder,▢ 3 tablespoons water,▢ ½ teaspoon vanilla extract,▢ 1 and ½ cups all-purpose flour,▢ ⅓ teaspoon salt,▢ ½ teaspoon baking soda,Eggless Cooking,https://www.egglesscooking.com/eggless-christmas-fruitcake-cookies/,▢ 1 cup candied peel (tutti fruiti),▢ 1 cup chopped dates,▢ ½ cup dried cranberries,▢ ½ cup pistachios,"▢ ½ cup pecans, toasted and chopped","▢ ½ cup hazelnuts, toasted and coarsely chopped",▢ butter - vegan butter substitute like Earth Balance,▢ coconut palm sugar - brown sugar,▢ all-purpose flour - whole wheat pastry flour,"▢ candied peel dates, cranberries - any dried fruit of your choice","▢ pistachios pecans, hazelnuts - any nuts of your choice or even chocolate chips",NA,NA,NA
Fruitcake Coconut Cookies,Madhuram,5, 6 ,American,Prep Time 15 minutes mins,Cook Time 25 minutes mins,Total Time 50 minutes mins,90 Cookies,4,"Preheat oven to 300F/150C for 15 minutes.  Line miniature muffin tins with paper liners.
In a large bowl stir together the first 5 ingredients.  Mix in the condensed milk.  Fill in each cup with a tablespoon of the mixture.
Bake for about 20-25 minutes or until golden brown.  Mine were done in about 23 minutes.
Cool it in the pan for 10 minutes before transferring it to the wire rack for them to cool completely.  You would have to store these coconut cookies in an airtight container for 24 hours before serving. (See My Notes)",6,▢ 3 cups Nuts Chopped,▢ 2 and ½ cups Flaked Coconut,▢ 1 and ¼ cups Candied Pineapple,▢ 1 and ¼ cups Candied Cherries,▢ 1 cup Dates Diced,▢ 1 and ½ cups Sweetened Condensed Milk,NA,NA,Eggless Cooking,https://www.egglesscooking.com/fruitcake-coconut-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Big Batch Multigrain Cookies,Madhuram,5, 2 ,American,Prep Time 30 minutes mins,Cook Time 40 minutes mins,Total Time 1 hour hr 20 minutes mins,108 Cookies,6,"Preheat oven to 350F/180C for 15 minutes.
In a blender whip together the egg replacer powder and water; until it’s frothy. Keep it aside.
In a bowl sift together the flours, baking soda and salt; stir well and set aside.
In a large bowl, cream together the butter and sugars. Add the whipped egg replacer mixture and vanilla; beat well.
To this add the flour mixture. Fold in the nuts, dried cranberries, chocolate chips and see note 3 before mixing rolled oats.
Drop by spoonfuls (about 1 tablespoon of dough per cookie) onto un-greased baking sheet; flatten it slightly and bake for 10-12 minutes or until lightly browned. I baked mine for 11 minutes.",16,▢ 2 cups Unsalted Butter melted and cooled,▢ 1 and ½ cups Sugar,▢ 1 and ½ cups Brown Sugar,▢ 8 teaspoons Ener-G Egg Replacer powder for 4 eggs,▢ 15 tablespoons Lukewarm Water,▢ 1 tablespoon Vanilla Extract,▢ 1 cup Oat Flour,▢ 1 cup Whole Wheat Pastry Flour,Eggless Cooking,https://www.egglesscooking.com/big-batch-multigrain-cookies/,▢ 1 cup Quinoa Flour,▢ 2 cups All Purpose Flour,▢ 1 tablespoon Baking Soda,▢ 1 teaspoon Salt,▢ 4 cups Walnuts Chopped,▢ 1 and ½ cups Semisweet Chocolate Chips,▢ 1 cup Dried Cranberries,▢ 1 and ¼ cups Rolled Oats,NA,NA,NA,NA,NA,NA
Vegan Chocolate Hazelnut Biscottis,Madhuram,5, 5 ,American,Prep Time 20 minutes mins,Cook Time 30 minutes mins,Total Time 1 hour hr,22 Biscottis,13,"Preheat the oven to 350F/180C for 15 minutes.  Lightly grease a large cookie sheet. (See Notes)
In a large bowl, whisk together milk, flax seed meal for about 30 seconds.
Add the sugar, oil and extracts and stir until smooth.
Sift in the flour, cocoa powder, arrowroot, baking powder and salt.
Stir to mix and just as the dough starts to come together, knead in hazelnuts.
Knead very briefly to form a stiff dough.  Push in the nuts if it pops out.
On the baking sheet, form the dough into a rectangle about 12 inches long and 3-4 inches wide.
Bake for 28 minutes, until lightly puffed.  The top may also be slightly crackled.  It was just 26 minutes and the bottom already started to burn, so I removed it from the oven.  So be alert and keep an eye on it once it crosses 20 minutes.
Remove from the oven, allow to cool for 30 minutes, until very firm.
Turn up the oven to 375F/190C.
Carefully transfer the baked dough to a cutting board.  With a serrated knife, slice ½-inch thick slices.  Push down the knife in one shot; don't saw the slices off because it could crumble.  The biscottis are very delicate at this stage so be gentle while handling it.
Set the slices on the cookie sheet and bake for 12-15 minutes until your desired level of brownness and crispness is achieved.
Remove from the oven and cool for 10 minutes on the baking sheet before transferring the slices to a cooling rack.  When completely cool, store in an air tight container.",13,▢ ⅓ Cup Almond Milk,▢ 2 Tablespoons Flax Seed Meal,▢ ¾ Cup Plus 2 Tablespoons Sugar,▢ ½ Cup Canola Oil,▢ ½ Teaspoon Vanilla Extract,▢ ½ Teaspoon Almond Extract,▢ 1 And ¼ Cups Whole Wheat Pastry Flour see My Notes,▢ ½ Cup Quinoa Flour,Eggless Cooking,https://www.egglesscooking.com/chocolate-hazelnut-biscottis-recipe/,"▢ ⅓ Cup Cocoa Powder regular, Dutch Processed",▢ 2 Tablespoons Arrowroot Powder or Cornstarch can be used too,▢ 2 Teaspoons Baking Powder,▢ ½ Teaspoon Salt,"▢ 1 Cup Hazelnuts raw, whole",NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Italian Ricotta Cheese Cookies,Madhuram,5, 2 ,American,Prep Time 20 minutes mins,Cook Time 16 minutes mins,Total Time 36 minutes mins,80 Cookies,13,"Preheat oven to 350F/180C. Lightly grease cookie sheet/s with non-stick cooking spray or use the butter wrapper.
In a large bowl sift together the dry ingredients mentioned in Part 2 and set aside.
In a small cup whisk together the EnerG egg replacer and water and keep it ready.
In another large bowl beat together the butter and sugar until light and fluffy.
Add ricotta, vanilla, and the egg replacer mixture and beat on medium speed until combined. Scrape down the bowl.
Add the flour mixture to the creamed mixture and combine well.
Using a tablespoon, scoop out the dough and drop it onto the prepared baking sheets, 2-3 cms apart. Lightly flatten the dough.  These cookies don't spread very much so little gap should be fine.
Bake in preheated oven until cookies are very lightly golden, about 13-16 minutes.  The cookies stay white, so it is not easy to judge if it is fully done or not.  I test baked 3 cookies for 14 minutes and felt it needed more time and so baked the rest of the cookies for 16 minutes.
Transfer the baking sheet to a wire cooling rack for it to cool down.  After a while using a spatula remove the cookies from the sheet and place it back on the rack to cool completely before storing it in airtight container or frosting.
In a small bowl, whisk together the powdered sugar and milk until smooth.
Keep adding the milk in very small increments because the icing tends to get watery very quickly. Such type of icing will be runny and will not stay on the cookies and will keep oozing.  So if the mixture is too thin, add more sugar and add milk if it's too thick.
If you want to add color to your icing mix you can add in that too. Once the cookies are cool enough and the icing is ready, spread little icing over each cookie, then top with sprinkles while the icing is still wet.
Allow the icing to dry completely before storing cookies in an airtight container.",12,▢ 2 cups white sugar,"▢ 1 cup butter, softened",▢ 2 cups (15 ounces) ricotta cheese,▢ 1 and ½ teaspoons vanilla extract,▢ ½ teaspoon almond extract,▢ 2 teaspoons Ener-G egg replacer + 4 tablespoons water (for 2 eggs),▢ 4 cups all-purpose flour,▢ 2 tablespoons baking powder,Eggless Cooking,https://www.egglesscooking.com/italian-ricotta-cheese-cookies-recipe/,▢ 1 teaspoon salt,▢ 1-2 cups powdered sugar or as needed,"▢ 2-4 tablespoons milk, plus more if needed",▢ As Needed Sprinkles of your choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
